MAV0,RMS0,VAR0,SSC0,WL0,ZC0,WAMP0,AR1C0,AR2C0,AR3C0,AR4C0,DELTAX0,DELTAY0,DELTAZ0,MAV1,RMS1,VAR1,SSC1,WL1,ZC1,WAMP1,AR1C1,AR2C1,AR3C1,AR4C1,DELTAX1,DELTAY1,DELTAZ1,MOTION,FOLDNO
31.7645,40.5611,1645.2019,28.8000,9618.3477,17.6353,67.1343,1.6284,-1.4124,0.8619,-0.4098,1.4458,-7.0293,19.1497,15.6190,20.1851,407.4262,44.8000,8031.7451,20.4409,43.0862,0.7941,-0.5504,0.5032,-0.4349,-6.6331,0.2346,18.1712,EF,3
35.9283,45.5975,2079.1062,31.6000,10888.5564,17.2345,69.7395,1.7656,-1.7238,1.1133,-0.4850,2.3083,-5.0363,14.9498,16.4811,21.0185,441.7640,46.4000,8258.7872,22.4449,45.2906,0.8479,-0.6219,0.5391,-0.4117,-3.0872,-0.6075,12.0586,EF,3
31.5548,40.9457,1676.5439,32.2000,10457.0127,19.8397,69.9399,1.6318,-1.5362,0.9629,-0.4422,1.1675,-2.8944,8.8296,16.1074,20.6671,427.1242,45.0000,8144.6487,21.8437,41.4830,0.8287,-0.6296,0.5253,-0.3883,0.5540,-0.3739,4.3233,EF,3
25.6636,33.2584,1106.0836,31.6000,8989.5597,19.6393,64.9299,1.5600,-1.4463,0.9017,-0.4152,-0.5621,-1.2359,3.0774,13.6751,17.6894,312.9123,42.4000,7244.4409,19.0381,35.0701,0.7287,-0.5646,0.4729,-0.3852,0.7384,-0.5084,-0.0624,EF,3
25.7131,32.7253,1070.9442,30.6000,8711.0355,18.6373,63.5271,1.5486,-1.3917,0.8755,-0.4136,-0.3033,0.2377,-0.0312,14.1599,17.8841,319.7916,45.4000,7480.8758,20.8417,36.8737,0.6884,-0.4939,0.4682,-0.3609,0.2205,-0.0079,-0.5213,EF,3
24.0065,30.0049,900.2938,29.4000,7680.5838,17.4349,59.5190,1.4921,-1.2282,0.7585,-0.3869,-0.1647,0.2349,-0.3820,14.9562,18.4944,342.0409,45.2000,7799.1340,23.6473,40.6814,0.7223,-0.5491,0.4579,-0.3117,-0.0365,-0.1096,0.4688,EF,3
22.7986,28.5238,813.4972,29.8000,7456.5556,19.2385,57.5150,1.5161,-1.2718,0.7188,-0.3008,-0.1432,0.1880,0.1702,14.1748,17.5758,308.8405,47.8000,7637.0396,23.8477,40.0802,0.6808,-0.5365,0.4377,-0.3238,0.0153,-0.4102,0.6471,EF,3
22.5616,28.2810,799.7702,31.6000,7800.4427,21.6433,61.5230,1.4244,-1.1791,0.6757,-0.3119,-0.1997,0.3374,0.2365,14.4555,18.2105,331.6213,47.8000,7424.6925,21.8437,35.6713,0.6774,-0.4722,0.4439,-0.4451,0.4183,-0.3776,-0.0014,EF,3
24.5391,31.3298,981.5091,30.6000,7870.2053,19.0381,61.7234,1.4746,-1.1778,0.7249,-0.3842,-0.4032,0.3578,-0.2334,14.1827,17.8742,319.4817,44.8000,7238.8832,20.4409,35.0701,0.7443,-0.5517,0.4918,-0.4099,0.2426,-0.1204,0.0689,EF,3
25.6271,32.7285,1071.1416,30.4000,7842.2389,17.2345,62.1242,1.5376,-1.2744,0.8274,-0.4255,-0.2969,0.1583,0.0295,13.6601,17.2428,297.3112,47.4000,7591.0970,22.8457,38.2766,0.6987,-0.5749,0.4995,-0.3331,0.0743,-0.0977,0.0933,EF,3
23.0824,29.2127,853.3808,32.4000,7430.7993,17.8357,59.1182,1.5547,-1.3679,0.8894,-0.4229,-0.0836,0.1095,0.1012,14.5852,18.4083,338.7999,48.8000,7811.2834,21.8437,36.6733,0.6747,-0.5126,0.4124,-0.3554,0.2702,-0.2704,-0.1031,EF,3
21.2438,26.5617,705.3860,31.4000,6748.7681,17.8357,52.9058,1.4985,-1.2719,0.7948,-0.3836,-0.0984,0.2269,-0.1053,15.5882,19.2812,371.7655,45.8000,7803.1591,21.0421,36.6733,0.7221,-0.5081,0.3755,-0.3176,0.4280,-0.1548,-0.1113,EF,3
24.1440,30.4212,925.4244,28.0000,7079.2541,16.8337,58.1162,1.4864,-1.1561,0.7600,-0.4346,-0.1990,0.1618,-0.0816,16.0252,20.1585,406.3482,43.2000,7939.9803,21.6433,41.2826,0.8008,-0.5632,0.4066,-0.2683,0.2210,-0.0693,-0.1757,EF,3
23.9184,30.5835,935.2757,27.4000,7218.4629,15.4309,58.5170,1.5146,-1.2204,0.7892,-0.4406,-0.0710,0.1517,-0.1831,14.9128,19.2195,369.3853,46.0000,7920.3644,21.6433,40.6814,0.7263,-0.5373,0.4318,-0.3356,0.2161,-0.1532,-0.2039,EF,3
21.9156,27.1805,738.7769,29.0000,7006.3217,16.2325,56.5130,1.4506,-1.1899,0.7845,-0.4254,-0.0992,0.1181,-0.2470,13.5937,17.2457,297.4124,50.4000,7950.3311,24.4489,38.8778,0.5596,-0.4494,0.4036,-0.3626,0.1561,-0.0318,-0.1025,EF,3
21.9062,26.9854,728.1694,31.0000,7090.8436,17.6353,56.7134,1.4023,-1.1305,0.7228,-0.4036,-0.1387,0.0271,-0.1100,14.6799,18.4646,340.9393,46.8000,7929.1835,24.8497,39.2786,0.6717,-0.5075,0.4186,-0.3223,-0.0464,-0.0429,0.1126,EF,3
21.5694,26.9009,723.6557,30.6000,6753.9859,16.6333,54.1082,1.4501,-1.1689,0.7452,-0.3852,-0.0281,0.0294,0.0702,14.1167,18.0190,324.6850,43.8000,7285.5168,22.2445,34.4689,0.7966,-0.6777,0.5169,-0.3619,0.1286,-0.1442,-0.0407,EF,3
12.7442,16.0849,258.7237,30.4000,4292.1083,14.0281,33.4669,1.2607,-0.9024,0.6153,-0.3432,-1.1193,-2.3240,5.7493,9.4024,12.0057,144.1365,44.6000,5616.1813,16.2325,21.8437,0.5711,-0.5066,0.3809,-0.2891,-0.7381,0.5731,6.7138,EF,4
15.6103,20.0574,402.2450,27.8000,4949.0040,15.2305,44.2886,1.3218,-0.8947,0.6001,-0.3465,-2.5549,-6.2999,18.2923,10.0163,12.7266,161.9639,44.2000,5679.3527,15.6313,23.0461,0.6332,-0.4609,0.4364,-0.2654,-3.6872,1.2966,19.7955,EF,4
19.6574,25.0026,625.1256,28.0000,5731.3583,15.4309,50.9018,1.4196,-1.0261,0.7091,-0.4327,-2.8918,-8.7341,29.1451,10.6221,13.4060,179.6923,47.8000,6133.5369,17.4349,26.6533,0.6212,-0.5198,0.4521,-0.3093,-7.7677,1.0876,29.8776,EF,4
23.0062,29.3334,860.3758,26.0000,6297.6597,14.4289,50.9018,1.5221,-1.1483,0.7202,-0.4000,-2.4876,-8.7369,30.0887,11.7821,15.0107,225.3076,47.2000,6912.9726,21.0421,34.8697,0.6234,-0.5593,0.4203,-0.3297,-8.7960,0.6500,30.1570,EF,4
25.1063,31.9609,1021.4947,24.8000,6926.4706,15.2305,56.1122,1.5000,-1.1232,0.7315,-0.4347,-2.1121,-8.4769,29.1771,13.2937,16.9241,286.4169,43.2000,7234.1648,21.6433,37.6754,0.7137,-0.5652,0.4257,-0.3141,-8.6219,0.4869,29.0797,EF,4
27.8588,34.5551,1193.9667,26.6000,7981.9358,14.6293,62.7255,1.4974,-1.1522,0.7369,-0.4343,-1.3796,-8.3729,30.9577,14.4952,18.4151,339.1158,45.6000,7613.5030,22.8457,38.4770,0.7294,-0.5307,0.4245,-0.3263,-9.0852,0.8894,29.8291,EF,4
28.2239,34.6817,1202.8092,26.8000,8254.6230,14.2285,61.3226,1.5346,-1.2022,0.6877,-0.3573,-0.4869,-8.4745,29.5924,14.1888,18.1646,329.9509,47.4000,7691.8970,23.8477,38.2766,0.7235,-0.5607,0.4549,-0.3308,-8.4303,2.8134,26.8279,EF,4
24.0376,30.2240,913.2795,25.8000,7199.8522,15.6313,55.3106,1.5241,-1.1783,0.6218,-0.3068,0.5578,-8.6527,26.0660,13.7469,17.5772,308.9459,47.4000,7234.4739,21.8437,34.4689,0.7101,-0.5225,0.4583,-0.3371,-7.9224,2.7029,24.0081,EF,4
24.1982,31.3826,984.8699,27.6000,7406.5865,16.8337,55.1102,1.5795,-1.2932,0.7287,-0.3306,1.4371,-6.5416,22.5871,14.3209,18.0584,326.1073,44.8000,7066.1738,19.4389,32.0641,0.7119,-0.4365,0.4053,-0.3371,-7.8799,1.6395,19.6274,EF,4
27.1830,34.5722,1194.9494,29.2000,8461.8380,17.0341,61.3226,1.6244,-1.4281,0.8680,-0.3909,1.8402,-4.4820,16.8540,15.3367,19.2874,371.9837,43.2000,7277.0616,17.6353,32.8657,0.7757,-0.4917,0.4032,-0.3794,-6.1651,1.5127,14.4549,EF,4
28.6807,36.1265,1305.1249,30.8000,9587.3953,17.4349,67.1343,1.6287,-1.5486,1.0000,-0.4662,0.7328,-3.2775,11.0083,15.4272,19.8820,395.2944,43.6000,7461.2962,20.2405,35.2705,0.8558,-0.6499,0.4896,-0.4171,-2.4290,0.2419,8.8338,EF,4
28.7116,36.6206,1341.0646,32.4000,10231.6101,19.4389,68.1363,1.5547,-1.4645,0.9063,-0.4283,-0.4399,-1.3341,5.2166,15.2949,20.0707,402.8246,41.6000,7252.3291,21.0421,36.4729,0.9286,-0.7445,0.5498,-0.4398,0.1454,-0.3906,2.6049,EF,4
27.2033,34.9849,1223.9293,30.2000,9946.4023,20.8417,66.1323,1.5226,-1.4347,0.8417,-0.4163,-0.3441,-0.0562,0.5354,14.9571,19.2400,370.1755,40.0000,6823.8456,17.6353,34.4689,0.8995,-0.6259,0.4920,-0.4032,0.4975,-0.2307,0.1988,EF,4
23.9319,30.8928,954.3109,30.8000,8603.2312,19.0381,61.7234,1.4977,-1.3760,0.8135,-0.4111,-0.3000,0.2930,-0.1179,14.0493,17.5214,306.9849,39.8000,6423.5930,15.6313,28.8577,0.7988,-0.5004,0.4139,-0.3284,0.4926,-0.2100,0.0184,EF,4
22.4032,28.5445,814.7610,32.0000,7792.7967,19.6393,59.3186,1.4032,-1.1518,0.6452,-0.3274,-0.1403,0.1325,-0.2016,15.2748,19.2543,370.7255,42.8000,7229.1599,19.2385,33.0661,0.7764,-0.5261,0.4167,-0.3963,0.5132,-0.1214,0.1626,EF,4
22.1086,28.4959,812.0075,29.0000,7697.4858,18.8377,57.1142,1.4099,-1.1641,0.6422,-0.3063,-0.0419,0.0299,-0.1451,15.7615,19.8717,394.8824,43.0000,7538.2813,21.6433,37.4749,0.8086,-0.5867,0.4480,-0.4409,0.2041,-0.0714,-0.0012,EF,4
21.6982,27.7118,767.8683,30.4000,7589.8498,17.0341,56.9138,1.4384,-1.2488,0.7593,-0.3503,0.0431,0.0362,0.1191,14.6327,18.5979,345.8795,41.2000,7107.4013,20.4409,35.2705,0.8727,-0.6735,0.4838,-0.4079,-0.0169,-0.1187,0.0468,EF,4
23.6262,29.9464,896.7810,33.8000,8327.3310,17.4349,59.7194,1.5102,-1.4153,0.9149,-0.4380,-0.1084,-0.0433,0.1211,14.6666,18.6433,347.5704,42.4000,7280.0246,20.0401,35.2705,0.8331,-0.6389,0.4436,-0.3828,0.1618,-0.0341,-0.0007,EF,4
21.5571,27.9503,781.2047,32.4000,8330.1091,20.6413,61.3226,1.4604,-1.3680,0.8186,-0.3892,-0.1282,0.0055,-0.0985,14.0041,17.5626,308.4354,42.0000,7014.9710,18.6373,33.6673,0.7395,-0.5402,0.3966,-0.4087,0.0605,-0.0235,-0.1569,EF,4
20.3718,26.0600,679.1184,30.8000,7716.1928,19.2385,60.9218,1.4395,-1.2589,0.6764,-0.2869,-0.0924,0.0826,-0.1186,13.0707,16.4082,269.2278,44.0000,6711.6304,18.4369,31.2625,0.6874,-0.4603,0.4055,-0.4071,0.0725,-0.0926,-0.0291,EF,4
20.8387,26.0961,680.8497,31.6000,7344.7691,17.2345,59.9198,1.4504,-1.2495,0.7484,-0.3654,-0.0513,0.0839,-0.1329,13.2338,16.5263,273.1170,44.0000,6827.5580,19.2385,31.2625,0.7057,-0.5011,0.4357,-0.3904,0.1414,-0.1685,-0.0421,EF,4
21.5268,27.4195,751.8185,31.4000,7133.1316,17.4349,57.1142,1.4711,-1.2366,0.8069,-0.3982,-0.0740,0.1076,-0.0822,13.4504,16.7901,281.9068,44.8000,6991.0391,18.4369,32.6653,0.7231,-0.5287,0.4292,-0.3317,0.1089,-0.2246,-0.1426,EF,4
22.5847,28.8185,830.5030,32.6000,7002.1093,16.0321,53.9078,1.5061,-1.2687,0.8723,-0.4248,-0.0464,0.1824,-0.0965,13.5460,17.0603,291.0542,46.8000,7369.2264,19.4389,33.6673,0.6650,-0.5298,0.4003,-0.3018,0.0993,-0.1330,-0.0521,EF,4
21.9474,27.1942,739.5240,33.0000,6971.5537,15.2305,55.9118,1.4716,-1.2357,0.8442,-0.4274,0.0081,0.1608,-0.1470,13.4117,16.9513,287.3456,43.8000,7323.3651,20.6413,34.2685,0.6991,-0.5814,0.4770,-0.3391,0.0999,-0.0854,-0.0781,EF,4
21.5623,27.0039,729.1777,32.0000,7264.1770,16.6333,58.9178,1.4404,-1.2307,0.8498,-0.4616,-0.0654,0.0306,-0.1027,13.2965,16.7877,281.8260,43.6000,6937.6546,19.4389,32.8657,0.6971,-0.5102,0.4280,-0.3266,0.1469,-0.1573,-0.0393,EF,4
21.9048,27.6549,764.7906,33.4000,7359.0939,18.8377,58.5170,1.4426,-1.2223,0.8166,-0.4421,-0.1802,-0.0506,-0.0605,12.8737,16.1623,261.2208,44.0000,6747.5296,19.4389,32.2645,0.6888,-0.5199,0.3930,-0.3352,0.2160,-0.0664,-0.0205,EF,4
22.5313,28.0967,789.3054,33.6000,7204.5587,17.2345,58.3166,1.4850,-1.2365,0.7948,-0.4102,-0.0709,0.0358,-0.0687,12.7505,15.9939,255.7738,42.6000,6444.3324,18.4369,30.0601,0.7165,-0.4909,0.3945,-0.3509,0.1529,-0.1851,-0.0998,EF,4
16.7868,21.4557,460.2922,26.6000,4785.7842,12.2244,39.8798,1.4736,-1.1027,0.7256,-0.3731,-4.7170,-7.9123,25.9293,11.2049,14.7230,216.7627,46.0000,6666.8803,18.4369,29.0581,0.5588,-0.4978,0.3534,-0.2279,-7.5353,-5.2003,28.3955,EF,5
18.6477,23.6905,561.2258,30.2000,5547.5629,14.0281,47.8958,1.5157,-1.2166,0.7946,-0.3948,-2.6260,-10.8779,32.6368,11.5153,15.0048,225.1264,49.2000,6756.9307,18.4369,29.6593,0.5715,-0.4720,0.3738,-0.2899,-11.1701,-3.6919,33.7694,EF,5
24.5754,31.7942,1010.8362,31.8000,7012.3994,14.4289,56.5130,1.5695,-1.2440,0.7489,-0.3774,-1.7407,-14.0476,34.9762,12.3733,15.7597,248.3602,51.0000,7108.6070,21.8437,32.4649,0.5624,-0.4066,0.4376,-0.3549,-12.3622,0.4192,37.0554,EF,5
31.6808,40.1074,1608.2931,28.0000,8410.1777,14.2285,62.9259,1.5943,-1.2272,0.7207,-0.3752,0.2005,-15.0511,36.5468,15.1138,19.3387,373.9688,47.0000,8178.8380,23.0461,39.6794,0.6587,-0.4576,0.4455,-0.2874,-16.1064,2.5906,36.2177,EF,5
32.4995,40.9116,1673.7580,28.0000,9057.7925,15.6313,66.7335,1.5462,-1.1844,0.7053,-0.3909,2.8286,-13.0332,34.0769,16.1564,20.8681,435.4767,46.6000,8570.5326,22.6453,43.0862,0.7468,-0.5584,0.4555,-0.2677,-15.1232,0.9427,31.9623,EF,5
30.3602,38.2924,1465.8867,28.4000,9325.7798,19.0381,68.1363,1.5618,-1.2919,0.7669,-0.3902,2.5085,-9.0985,28.2555,16.5067,21.2129,449.9418,45.2000,8326.0276,21.6433,40.8818,0.7967,-0.6090,0.4716,-0.3326,-9.3438,-1.8825,30.1759,EF,5
29.9488,37.9615,1441.0590,30.4000,10567.8451,23.8477,72.1443,1.5821,-1.4448,0.8584,-0.3667,1.1715,-5.9781,21.0411,18.8280,23.4530,550.0419,42.6000,8466.3829,20.0401,41.2826,0.8731,-0.6206,0.4763,-0.3573,-6.1381,-1.5545,21.8888,EF,5
32.6578,41.8258,1749.0464,34.6000,12225.1348,23.2465,75.9519,1.5682,-1.5059,0.9542,-0.4187,1.1280,-3.4878,12.0137,18.5999,23.4368,549.2050,43.6000,8184.4896,19.2385,39.2786,0.9470,-0.6951,0.5346,-0.3642,-2.9057,-0.6726,9.5716,EF,5
33.2409,42.2607,1785.8871,34.4000,11962.8632,20.8417,75.5511,1.5716,-1.5002,0.9874,-0.4603,0.6412,-0.3839,3.6772,16.0145,20.3216,412.9664,43.4000,7357.3865,19.8397,35.4709,0.9187,-0.6597,0.5491,-0.4270,-0.3394,-0.6809,2.1551,EF,5
30.3057,37.5464,1409.6909,31.6000,10986.3412,22.2445,73.3467,1.5041,-1.4208,0.9352,-0.4539,0.2879,0.5667,0.2167,14.0194,17.5902,309.3951,40.0000,6931.9783,20.0401,32.6653,0.7311,-0.5192,0.4213,-0.3621,0.1265,-0.2314,-0.1654,EF,5
27.4614,33.9795,1154.5906,29.8000,9562.1402,20.8417,66.9339,1.4894,-1.3849,0.9019,-0.4528,0.0992,0.2712,-0.1287,13.8202,17.6657,312.0787,38.4000,6863.1939,17.4349,29.4589,0.7227,-0.5128,0.3832,-0.3496,0.2693,-0.5719,0.1120,EF,5
26.2409,33.0720,1093.6799,31.2000,9124.8495,19.0381,65.3307,1.5613,-1.4862,0.9754,-0.4836,-0.1289,0.2322,-0.0506,14.2454,18.2504,333.0738,40.2000,6931.7302,16.4329,32.0641,0.7953,-0.5753,0.4163,-0.3860,0.1493,-0.6690,0.4721,EF,5
24.6434,32.9670,1086.7716,34.6000,9191.4356,20.2405,64.1283,1.5104,-1.3981,0.8783,-0.4396,-0.1256,0.2028,0.0275,14.1066,18.0185,324.6679,44.4000,7156.0691,18.4369,34.8697,0.7456,-0.5327,0.3955,-0.3558,0.0495,-0.2816,0.4359,EF,5
22.6622,30.9513,957.9780,33.4000,8317.2597,20.8417,59.9198,1.4771,-1.3089,0.7879,-0.3913,-0.1250,0.1487,-0.0182,14.3366,18.2314,332.3780,41.8000,6886.7701,17.2345,31.0621,0.8284,-0.6095,0.4369,-0.3534,0.0366,0.0179,0.3525,EF,5
25.5169,34.1958,1169.3534,31.6000,9069.6486,20.2405,65.5311,1.5718,-1.4764,0.9439,-0.4655,-0.1056,0.0948,0.0335,15.4031,19.4917,379.9139,39.0000,6982.6834,18.4369,32.0641,0.9208,-0.7002,0.5442,-0.4229,0.1722,0.1815,0.4591,EF,5
28.6734,37.3733,1396.7613,29.6000,9724.3162,19.0381,67.9359,1.5625,-1.4473,0.9306,-0.4765,-0.1085,-0.0114,0.1077,16.8982,21.3828,457.2047,41.4000,7677.0460,20.2405,37.4749,0.9145,-0.6466,0.4972,-0.3740,-0.0147,0.1651,0.2503,EF,5
30.9783,39.7505,1580.0958,29.0000,10406.3893,19.4389,68.9379,1.6122,-1.5650,1.0372,-0.5069,0.0366,-0.0837,0.1914,35.3191,53.3788,2849.2975,39.2000,12049.6143,19.4389,49.2986,1.1534,-0.7330,0.4978,-0.3707,-0.1442,0.1239,0.5982,EF,5
32.3871,41.3095,1706.4647,29.8000,11102.5957,20.4409,69.3387,1.6572,-1.6548,1.0884,-0.5079,0.0273,-0.1215,0.2311,54.7345,68.2755,4661.4653,33.4000,16195.5218,18.6373,59.7194,1.1581,-0.7153,0.4594,-0.3604,0.0642,-0.0029,0.5308,EF,5
28.4299,36.2545,1314.3872,30.6000,9905.6362,20.2405,64.7295,1.5376,-1.4232,0.8836,-0.4263,-0.0947,-0.0083,0.1443,43.1281,51.9289,2696.5985,34.6000,12999.8386,17.6353,54.5090,1.1340,-0.6774,0.4266,-0.3518,0.2586,-0.1788,0.0569,EF,5
26.8146,34.1521,1166.2480,31.8000,9399.0499,19.0381,65.5311,1.5210,-1.4226,0.9299,-0.4485,-0.1931,0.1057,-0.1157,25.4043,31.0267,962.3398,39.0000,9476.8639,20.4409,46.4930,1.0024,-0.6094,0.4446,-0.3798,0.4015,-0.1236,0.1883,EF,5
26.0289,33.9408,1151.9356,31.6000,9010.6109,18.0361,63.9279,1.5696,-1.4965,0.9987,-0.4864,-0.3073,0.0532,-0.1423,18.3724,22.7531,517.7023,38.0000,7988.5799,20.4409,39.0782,0.9074,-0.5991,0.4584,-0.3762,0.5134,-0.2108,0.0691,EF,5
24.4171,31.9889,1022.9829,32.0000,8328.3512,18.6373,61.9238,1.5303,-1.3615,0.8581,-0.4295,-0.2756,0.1508,-0.0324,15.1008,18.7762,352.5240,41.0000,6968.0949,18.4369,33.0661,0.8434,-0.5916,0.4677,-0.3328,0.3715,-0.1977,-0.0059,EF,5
27.4378,34.6489,1200.5357,29.4000,8641.4881,18.2365,62.9259,1.5801,-1.3810,0.8130,-0.3778,-0.1256,0.1721,-0.0612,14.4301,18.4500,340.3998,44.4000,6991.0712,18.4369,30.8617,0.8279,-0.6387,0.4559,-0.3619,0.4551,-0.2188,-0.0603,EF,5
26.9268,33.8260,1144.0990,27.0000,8424.3362,18.2365,60.9218,1.5397,-1.3289,0.7843,-0.3738,-0.2331,0.1857,-0.2380,13.6222,17.4816,305.5897,44.0000,6621.5067,17.4349,27.8557,0.8892,-0.7265,0.5263,-0.3911,0.7727,-0.3263,-0.1054,EF,5
23.4518,29.5646,873.9971,29.0000,7616.8458,16.6333,58.3166,1.5071,-1.2969,0.8342,-0.4367,-0.2677,0.1917,-0.2550,13.2946,17.0724,291.4579,43.8000,6769.5099,18.4369,30.6613,0.8301,-0.6717,0.5232,-0.3719,0.3550,-0.1453,0.0235,EF,5
22.7792,29.2774,857.1554,30.4000,7433.5010,16.2325,58.7174,1.5011,-1.2890,0.8757,-0.4488,-0.0419,0.0497,-0.0183,14.3290,18.5288,343.2862,43.6000,7107.7771,16.4329,32.0641,0.8626,-0.6450,0.5226,-0.3736,0.0254,-0.0982,-0.0056,EF,5
23.5054,30.0894,905.3595,30.0000,7749.9084,17.8357,60.5210,1.5284,-1.3312,0.8726,-0.4169,-0.0500,0.0883,-0.0666,14.1233,18.0668,326.3518,44.4000,6806.3041,15.2305,30.2605,0.8423,-0.6157,0.5038,-0.4204,0.1346,-0.1721,-0.0458,EF,5
3.4085,4.2302,17.8946,22.4000,1852.1603,3.8076,4.0080,0.6415,-0.5564,0.4126,-0.3533,-0.0406,0.0350,-0.0863,9.9355,12.6174,159.1981,44.6000,5778.3949,16.6333,22.2445,0.5399,-0.5109,0.3239,-0.2819,0.1175,-0.0264,-0.0545,EF,6
3.7466,4.8394,23.4182,24.4000,1882.5416,1.6032,2.2044,0.7550,-0.4608,0.4249,-0.2850,-0.0157,0.0450,-0.0355,9.6570,12.4086,153.9743,43.0000,5534.9303,16.8337,22.4449,0.5775,-0.5170,0.3516,-0.3057,0.1146,-0.0485,-0.0242,EF,6
3.7486,4.8565,23.5851,24.6000,1840.8496,1.6032,2.4048,0.7597,-0.4303,0.4622,-0.3141,-0.0728,-0.0365,-0.1347,10.0515,12.9134,166.7227,46.2000,5962.8988,18.8377,25.8517,0.5340,-0.4719,0.3813,-0.3344,0.1216,0.0596,-0.0754,EF,6
3.5956,4.6179,21.3045,23.0000,1874.7867,2.6052,4.0080,0.7573,-0.5461,0.4800,-0.3070,-0.0816,-0.1134,0.4112,10.9964,13.9271,193.9631,48.0000,6322.5730,19.8397,29.2585,0.5788,-0.4759,0.3792,-0.2897,-0.1245,-0.0993,0.4827,EF,6
6.9397,9.9330,98.6584,27.6000,2589.3961,6.0120,12.8257,1.1769,-0.7534,0.6342,-0.3950,-0.6037,-1.1631,3.2701,10.9740,13.9096,193.4637,50.4000,6447.5889,19.4389,28.8577,0.5346,-0.4646,0.3478,-0.3209,-1.0520,-0.1382,4.3831,EF,6
11.7758,15.0538,226.5611,28.6000,3482.4843,8.6172,24.6493,1.3459,-0.8986,0.6530,-0.3725,-2.9751,-4.7605,13.5482,10.8705,13.8074,190.6406,48.8000,6693.3423,20.8417,30.4609,0.4264,-0.4412,0.2635,-0.3523,-4.4905,-0.8262,16.6364,EF,6
14.0000,17.4522,304.5701,27.6000,4121.7057,10.4208,32.6653,1.3670,-0.9080,0.5393,-0.2972,-3.2000,-8.6696,26.5200,11.2493,14.5122,210.6041,46.2000,6789.6697,20.6413,32.0641,0.5146,-0.4705,0.3327,-0.2819,-10.5148,-1.8663,28.7651,EF,6
