MAV0,RMS0,VAR0,SSC0,WL0,ZC0,WAMP0,AR1C0,AR2C0,AR3C0,AR4C0,DELTAX0,DELTAY0,DELTAZ0,MAV1,RMS1,VAR1,SSC1,WL1,ZC1,WAMP1,AR1C1,AR2C1,AR3C1,AR4C1,DELTAX1,DELTAY1,DELTAZ1,MOTION,FOLDNO
24.4956,30.4896,929.6127,31.2000,6866.3147,17.4349,67.9359,1.4845,-1.1218,0.7045,-0.3586,-0.3306,0.3164,-0.2114,16.0048,22.4117,502.2823,36.8000,6187.0968,19.6393,59.1182,1.1672,-0.9309,0.6619,-0.4818,0.4822,-0.1232,-0.1959,EF,3
27.5393,35.3171,1247.0420,30.6000,7339.0887,16.4329,66.5331,1.5466,-1.2114,0.7905,-0.4115,-0.2862,0.1017,-0.1187,16.0704,22.6143,511.4045,36.2000,6198.7856,20.4409,57.7154,1.1952,-0.9907,0.7225,-0.4632,0.2328,0.0051,-0.0200,EF,3
12.2935,16.6355,276.7365,27.8000,3872.7580,10.2204,40.4810,1.3399,-0.9545,0.6182,-0.3081,-2.9278,-4.1100,11.0221,6.1187,9.3587,87.5848,25.8000,2612.8337,12.2244,23.4469,1.1411,-0.8532,0.5028,-0.2447,0.5165,-3.9223,16.8346,EF,4
15.5565,19.5920,383.8364,32.2000,5092.0827,16.6333,55.1102,1.3499,-1.0235,0.6856,-0.3447,-3.4908,-12.2136,32.1310,8.6211,13.3506,178.2366,31.6000,3676.5707,18.6373,37.6754,1.2081,-0.9764,0.6712,-0.3494,-5.0991,-3.7269,39.6218,EF,4
24.1610,31.3366,981.9624,34.8000,7079.3036,19.6393,71.5431,1.4415,-1.0336,0.6714,-0.3259,-1.5206,-16.6828,43.1759,9.6738,14.1826,201.1296,36.2000,4464.1403,23.0461,47.6954,1.1052,-0.8997,0.6290,-0.3507,-10.6360,0.6096,47.8360,EF,4
27.3137,33.9120,1150.0125,36.6000,7901.1908,17.6353,74.9499,1.4279,-1.0344,0.6721,-0.3141,-1.2152,-14.1388,37.4213,12.8240,17.3655,301.4579,37.0000,5470.1113,21.8437,54.1082,1.0936,-0.8679,0.5977,-0.3459,-8.6292,2.1975,41.3648,EF,4
24.9194,31.3255,981.2751,33.2000,7524.5541,17.4349,72.1443,1.4383,-1.1039,0.7406,-0.3972,-2.0351,-8.9747,32.6432,15.7727,22.0166,484.6543,39.0000,6358.7271,23.0461,58.5170,1.1648,-0.9557,0.6644,-0.4258,-4.8969,1.1243,35.0376,EF,4
27.5441,35.5690,1265.1201,32.8000,8125.7226,18.0361,73.9479,1.4805,-1.1265,0.6886,-0.3633,-2.4184,-7.5433,33.0868,16.1019,23.0382,530.7112,40.0000,6513.4638,22.0441,58.9178,1.1198,-0.8927,0.6719,-0.4877,-3.8884,0.6569,35.2728,EF,4
31.2030,40.3691,1629.6553,34.0000,9342.3792,19.4389,75.9519,1.5123,-1.1744,0.6982,-0.3456,-1.3085,-8.4344,28.6194,18.3527,25.3997,645.1256,39.2000,7167.7855,21.2425,63.1263,1.1754,-0.9251,0.6556,-0.4907,-4.3107,2.3796,31.9001,EF,4
36.2708,46.0573,2121.2610,30.8000,10395.9154,17.8357,78.9579,1.5873,-1.3005,0.7874,-0.3824,-0.9060,-7.2063,20.8645,18.9070,25.3331,641.7660,35.8000,7119.1003,20.8417,63.3267,1.1975,-0.9799,0.6911,-0.4800,-2.5802,2.0809,25.5795,EF,4
35.1962,44.8192,2008.6514,33.6000,10257.4430,17.8357,78.3567,1.5409,-1.2478,0.7702,-0.3914,-1.9541,-4.5513,13.4795,17.7197,23.9351,572.8626,38.0000,6944.1735,23.4469,64.3287,1.1535,-0.9234,0.6447,-0.4209,-0.3541,0.7575,17.9958,EF,4
29.7408,38.3386,1469.7681,34.4000,9415.5813,19.4389,74.3487,1.4663,-1.1920,0.7369,-0.3932,-1.7666,-1.3772,5.5741,18.2725,25.2561,637.8685,38.4000,7450.6476,24.6493,68.5371,1.1851,-0.9752,0.7030,-0.4601,0.8394,-0.0405,7.8662,EF,4
24.6080,32.2340,1039.0094,32.6000,8120.8435,19.6393,70.1403,1.4577,-1.2157,0.7246,-0.3874,-0.5264,0.4822,0.3781,18.7229,28.4410,808.8882,33.0000,7288.8097,22.4449,64.3287,1.2722,-1.1147,0.7836,-0.4963,1.3627,-0.5116,1.2162,EF,4
25.0327,33.3946,1115.1091,31.8000,7858.0289,19.2385,69.7395,1.5119,-1.2293,0.7213,-0.3653,-0.0914,0.3126,-0.1814,17.9400,26.8946,723.2693,33.4000,6783.8086,20.2405,61.5230,1.2238,-1.0126,0.6765,-0.4589,0.6063,-0.3135,0.0020,EF,4
25.5308,33.0125,1089.8125,31.4000,7829.5517,17.4349,72.3447,1.5128,-1.2301,0.7241,-0.3640,-0.2758,0.3745,-0.3556,16.0627,21.3279,454.7959,35.8000,6532.0244,20.2405,62.9259,1.1061,-0.9069,0.5760,-0.4254,0.6868,-0.3876,-0.4122,EF,4
20.1430,25.6200,656.3791,32.6000,6701.7854,19.0381,67.9359,1.4689,-1.2382,0.7651,-0.3959,-0.2952,0.2425,-0.3683,15.1484,20.6711,427.2175,35.8000,6487.2346,22.4449,60.1202,1.1454,-1.0231,0.6468,-0.4215,0.7689,-0.0723,-0.2521,EF,4
18.1472,23.4106,548.0486,33.2000,6270.4400,19.0381,61.3226,1.4100,-1.1784,0.7293,-0.3985,-0.4006,0.0136,0.0288,14.9080,20.3386,413.5592,38.2000,6196.2513,24.0481,56.1122,1.0831,-0.9182,0.6959,-0.4672,0.7039,-0.0072,0.3111,EF,4
18.5312,23.2918,542.5039,33.8000,6333.2510,18.6373,63.5271,1.3828,-1.1237,0.7045,-0.3753,-0.2914,0.0651,0.1378,14.9817,20.7045,428.6465,39.4000,6169.3166,24.6493,57.1142,1.0774,-0.8737,0.6724,-0.4513,0.3910,-0.3195,0.3252,EF,4
19.3959,24.8911,619.5681,33.6000,6724.9690,21.4429,67.9359,1.4214,-1.2150,0.8317,-0.4373,-0.1534,-0.0208,0.2024,13.5223,18.7804,352.6692,39.4000,5651.5147,21.8437,55.3106,1.1452,-0.9443,0.6537,-0.3821,0.1954,-0.1399,0.3395,EF,4
18.1253,23.7626,564.6242,34.8000,6280.8638,20.0401,64.3287,1.3908,-1.1528,0.8128,-0.4653,-0.1802,-0.0729,0.1481,13.9261,18.6816,348.9683,38.6000,5571.1018,19.0381,53.7074,1.2231,-1.0504,0.7046,-0.4026,0.2843,0.0018,0.2266,EF,4
16.8807,22.4450,503.7739,34.2000,5559.7067,17.4349,59.1182,1.3602,-0.9979,0.6047,-0.3524,-0.1571,0.0586,0.0418,16.1421,21.9196,480.4650,37.6000,6532.3741,21.2425,57.5150,1.1733,-1.0003,0.6620,-0.4388,0.3440,-0.0862,0.1206,EF,4
17.9397,23.5442,554.3284,32.6000,5826.6098,17.2345,60.3206,1.3584,-0.9998,0.6068,-0.3515,-0.1525,0.1776,0.0429,15.3101,21.5861,465.9524,36.6000,6248.9230,20.8417,55.5110,1.1691,-0.9654,0.6701,-0.4305,0.4317,-0.1489,0.1429,EF,4
16.5019,21.0961,445.0462,30.8000,5753.3372,17.8357,60.7214,1.3522,-1.0705,0.6827,-0.3732,-0.1829,0.1898,0.0140,14.5844,20.2559,410.2980,34.8000,5884.3825,20.6413,53.5070,1.2314,-1.0612,0.7371,-0.4338,0.4040,-0.2057,0.1040,EF,4
16.3230,21.1940,449.1616,30.8000,5322.9344,16.4329,57.5150,1.3565,-0.9931,0.6525,-0.3470,-0.1007,0.1336,0.0970,15.1582,20.4506,418.2189,35.6000,6128.4982,21.4429,56.9138,1.2047,-1.0459,0.7122,-0.4286,0.2923,-0.1896,0.1759,EF,4
16.2987,20.8543,434.7924,32.4000,4960.7294,17.0341,56.9138,1.4177,-1.0696,0.7243,-0.3488,2.1995,-15.5895,28.9597,18.1800,25.7533,663.1740,37.8000,6582.8089,19.2385,58.9178,1.2347,-0.9446,0.6696,-0.4212,-8.2631,-1.3488,38.8550,EF,5
18.4246,24.0734,579.5279,34.0000,5565.0443,16.6333,60.5210,1.4117,-1.0377,0.7192,-0.3685,-0.8023,-18.9152,40.2967,17.2387,24.4336,596.9997,37.8000,6425.5918,21.0421,58.1162,1.1747,-0.9350,0.6955,-0.4731,-7.6011,8.5291,43.4812,EF,5
23.0232,28.9616,838.7482,31.2000,6338.2193,16.0321,63.1263,1.4565,-1.0984,0.8087,-0.4738,-1.4328,-16.8804,43.9983,13.1944,18.4391,340.0020,40.0000,5351.5187,22.4449,54.3086,1.1080,-0.9002,0.7185,-0.4863,-7.6301,8.2933,45.2617,EF,5
25.4284,31.4833,991.1779,27.6000,6912.2582,15.4309,67.5351,1.5227,-1.1895,0.8154,-0.4354,0.3426,-13.1212,44.5008,10.1127,13.2043,174.3270,40.8000,4674.1478,23.4469,53.7074,0.9612,-0.7826,0.5507,-0.3835,-9.7613,5.7641,44.1716,EF,5
25.6469,32.8982,1082.2885,29.8000,7797.7774,16.4329,72.7455,1.4885,-1.1660,0.7664,-0.4044,1.6059,-10.6432,39.3630,13.0691,21.2769,452.6613,39.8000,5448.0301,22.0441,53.5070,1.2215,-0.9336,0.6470,-0.4039,-7.9167,2.8007,39.6116,EF,5
27.3745,34.8477,1214.3620,30.4000,8558.5749,18.0361,74.5491,1.4652,-1.1744,0.7741,-0.4395,2.2861,-9.1801,29.2263,15.1387,22.8800,523.4667,36.2000,5679.2645,19.4389,53.3066,1.2848,-0.9964,0.6664,-0.3797,-4.8385,3.1515,30.6250,EF,5
26.1941,33.8343,1144.7376,30.6000,8564.2396,20.0401,71.1423,1.4619,-1.1994,0.7135,-0.3849,1.2542,-7.7139,21.0336,17.0615,23.8626,569.4065,37.2000,6613.6496,22.4449,61.9238,1.1804,-0.9565,0.7064,-0.4701,-3.2895,2.6063,23.9562,EF,5
24.6975,32.0395,1026.5077,30.8000,8275.3475,21.2425,70.5411,1.4702,-1.2456,0.7570,-0.4023,0.3550,-5.8888,14.6245,18.3970,26.1340,682.9847,37.6000,7195.4464,23.2465,64.5291,1.1664,-0.9497,0.7437,-0.5134,-2.4556,1.6169,17.3122,EF,5
24.2299,30.8466,951.5115,31.4000,7683.4362,18.6373,70.1403,1.4447,-1.1536,0.6997,-0.3984,-0.3205,-2.4013,6.0815,16.4676,23.0654,532.0144,37.6000,6558.2676,20.6413,58.9178,1.1761,-1.0081,0.7411,-0.4809,-0.3506,0.7135,6.6946,EF,5
21.7572,27.5138,756.9839,34.6000,6890.9407,17.2345,68.3367,1.3519,-0.9896,0.6007,-0.3799,-0.1609,0.6954,0.0675,15.7760,22.2684,495.8499,38.4000,6578.4693,22.6453,58.1162,1.1668,-1.0576,0.7609,-0.5063,0.3442,-1.0197,-0.1128,EF,5
25.3756,35.3719,1251.1387,33.6000,7202.9854,16.0321,68.1363,1.4966,-1.1136,0.7255,-0.4143,-0.1180,0.9346,-0.5833,14.6443,20.9453,438.6841,39.6000,6319.5196,23.2465,58.1162,1.0856,-0.9057,0.7066,-0.5126,0.6783,-0.8154,-0.4100,EF,5
35.6396,54.9895,3023.8413,29.6000,8221.9427,15.0301,67.1343,1.6965,-1.2904,0.8327,-0.4179,-0.5836,0.6907,-0.4630,15.2843,21.8111,475.7104,41.2000,6154.0516,23.2465,60.7214,1.1252,-0.8468,0.6953,-0.4612,0.9756,-0.2478,-0.1531,EF,5
35.7970,53.7959,2893.9892,28.0000,8120.1239,14.2285,67.5351,1.6858,-1.2496,0.7833,-0.3951,-0.5591,0.2333,-0.1591,16.4770,22.7083,515.6587,38.4000,6163.5788,20.2405,60.9218,1.1920,-0.8907,0.6813,-0.4149,0.4204,0.1452,0.1161,EF,5
26.1968,34.0784,1161.3346,30.0000,7228.2455,16.0321,66.9339,1.5497,-1.2080,0.7463,-0.3921,-0.3524,-0.0452,0.0949,16.7692,22.5473,508.3784,36.0000,6281.5110,17.4349,57.3146,1.1503,-0.8666,0.6349,-0.4140,0.3981,0.0978,0.2496,EF,5
23.7543,29.9240,895.3523,32.2000,6938.6801,18.4369,68.7375,1.5207,-1.1806,0.7241,-0.3715,-0.3111,0.0958,0.1905,18.1512,24.7037,610.1833,35.2000,6648.1233,17.4349,59.5190,1.1848,-0.9294,0.6854,-0.4446,0.3902,-0.0515,0.3298,EF,5
26.0996,33.6563,1132.7147,31.6000,7265.8275,15.8317,70.1403,1.5493,-1.1697,0.6881,-0.3578,-0.3279,0.1238,0.0972,27.4711,38.9465,1516.7080,34.8000,9167.1776,19.0381,65.9319,1.2054,-0.8836,0.6842,-0.4854,0.4800,-0.0799,0.1686,EF,5
25.0169,31.5625,996.0851,31.8000,7033.3797,15.4309,67.5351,1.5282,-1.1699,0.7010,-0.3566,-0.2464,0.0517,0.1570,38.1718,48.0022,2303.9902,34.6000,12108.8199,20.4409,75.9519,1.2098,-0.8823,0.6431,-0.4545,0.3840,0.0511,0.0995,EF,5
21.0976,26.4159,697.6256,30.8000,6159.1226,16.4329,66.1323,1.4982,-1.1566,0.7362,-0.3872,-0.2158,0.1555,-0.0085,33.5526,41.4622,1718.9738,34.4000,10961.6853,20.2405,78.3567,1.2432,-0.9585,0.6578,-0.4303,0.2541,-0.1086,-0.0135,EF,5
21.3819,27.4825,755.2350,32.0000,6507.2440,17.8357,67.1343,1.4412,-1.0974,0.7066,-0.4057,-0.3147,0.0938,0.0357,22.9632,29.9189,895.1136,34.6000,7968.0692,20.0401,68.1363,1.2488,-0.9906,0.6982,-0.4269,0.4403,-0.1066,0.0928,EF,5
23.2589,28.7642,827.3756,31.2000,6819.0142,18.2365,66.9339,1.4896,-1.1772,0.7447,-0.4030,-0.3638,0.0334,0.1960,17.6799,22.9005,524.4262,35.0000,6643.7555,20.4409,62.5251,1.1677,-0.9631,0.6798,-0.4649,0.5290,0.0301,0.2781,EF,5
14.0116,18.3880,338.0964,30.6000,4315.9680,16.6333,51.3026,1.3640,-0.9646,0.6555,-0.3268,-0.6023,-12.3086,25.5167,11.8949,19.4431,378.0214,35.8000,4372.4576,17.6353,43.4870,1.3163,-1.0044,0.7900,-0.5101,-7.5054,1.0112,32.6850,EF,6
14.5328,18.9609,359.4907,32.2000,4619.5731,17.8357,53.9078,1.3505,-0.9928,0.7497,-0.3928,-0.2577,-17.8406,39.1848,10.7716,15.4098,237.4576,37.8000,4608.7502,22.6453,48.2966,1.1666,-0.9808,0.7493,-0.4891,-12.5236,6.4281,42.6681,EF,6
19.6955,25.0023,625.1107,32.4000,6250.7258,17.2345,63.7275,1.4280,-1.1427,0.7707,-0.3995,2.5605,-15.9475,40.6469,10.2447,14.3271,205.2295,37.8000,4613.3918,25.4509,50.9018,1.0853,-0.9254,0.6142,-0.4173,-16.1999,6.1412,39.8889,EF,6
21.9324,27.3930,750.3707,32.4000,7243.7070,19.0381,67.1343,1.3880,-1.1192,0.7393,-0.4210,3.8558,-11.8187,38.9571,9.3634,12.2211,149.3477,38.6000,4348.4888,24.0481,50.5010,0.9854,-0.8584,0.5036,-0.3390,-17.4777,2.6400,37.2317,EF,6
22.0332,27.3921,750.3244,32.8000,7291.4667,20.4409,69.5391,1.3551,-1.0291,0.6569,-0.3825,0.7794,-9.3414,32.3413,9.0133,11.5721,133.9122,38.8000,4130.0609,23.2465,49.4990,0.9731,-0.8020,0.5385,-0.3431,-11.1102,2.2674,33.5383,EF,6
21.7941,27.1885,739.1370,32.4000,7102.5420,20.6413,68.3367,1.3683,-1.0323,0.6181,-0.3541,0.9261,-7.5783,26.5731,9.9619,12.9894,168.6992,36.6000,4384.0526,22.8457,50.7014,1.0648,-0.9300,0.6232,-0.3886,-6.4981,1.3571,30.2708,EF,6
22.3584,27.7835,771.9228,32.4000,7225.8916,20.2405,68.5371,1.4252,-1.1773,0.7975,-0.4559,2.3167,-5.7405,21.7441,10.7206,13.8084,190.6724,35.6000,4394.2123,21.6433,50.1002,1.0823,-0.8875,0.5864,-0.3867,-6.5271,0.5578,26.1074,EF,6
30.4476,39.0318,1523.4640,28.0000,8994.4243,18.4369,76.3527,1.5293,-1.2889,0.8963,-0.5323,0.6698,-3.8114,15.3247,11.9945,15.1339,228.9888,35.0000,4762.6291,20.8417,53.3066,1.0896,-0.8411,0.5673,-0.3964,-5.3627,-0.2307,19.8670,EF,6
36.7526,45.5838,2077.8735,26.6000,10435.9810,17.8357,80.1603,1.5634,-1.2945,0.8181,-0.4513,-0.7187,-2.3681,10.0439,13.4465,16.6272,276.4633,35.4000,5457.2410,22.4449,59.3186,1.0768,-0.8568,0.5317,-0.3740,-2.1907,-1.6590,15.4148,EF,6
35.0789,43.0890,1856.6416,30.0000,10452.8207,19.2385,79.5591,1.5801,-1.3797,0.8581,-0.4358,0.0448,-0.9148,5.1552,12.8435,16.3823,268.3686,33.8000,5267.9519,22.6453,59.5190,1.1096,-0.8756,0.5110,-0.3544,-0.6453,-0.6077,10.4953,EF,6
31.6017,39.9184,1593.4700,29.4000,9609.2603,19.4389,78.5571,1.5846,-1.3922,0.8619,-0.4408,0.2678,0.4324,1.4873,12.3092,16.3157,266.1846,34.4000,5185.2559,19.2385,56.3126,1.1296,-0.9279,0.6051,-0.4095,-0.4592,-1.0275,4.7185,EF,6
26.9955,34.9889,1224.2021,31.4000,8350.5080,18.4369,74.5491,1.5790,-1.3614,0.8345,-0.4082,-0.2980,0.3400,0.0152,11.5865,15.2925,233.8435,38.4000,5227.4921,21.8437,57.7154,1.1110,-0.9680,0.6787,-0.4643,-0.0367,-0.8442,1.2245,EF,6
26.2799,33.3236,1110.4565,29.2000,8078.6406,17.6353,71.9439,1.5325,-1.2770,0.7680,-0.3949,-0.4057,0.3401,-0.4023,10.2553,13.3426,178.0226,38.6000,4765.0715,25.0501,56.1122,1.0881,-0.9804,0.6611,-0.4364,0.3115,-0.0000,-0.3134,EF,6
29.3399,37.2663,1388.6995,27.4000,8655.4613,16.8337,74.5491,1.6202,-1.3916,0.8176,-0.3947,-0.2794,0.3222,-0.3362,9.9600,13.4253,180.1955,36.2000,4388.1517,21.2425,48.6974,1.0621,-0.8899,0.6382,-0.4600,0.1810,-0.1584,-0.5802,EF,6
27.4954,35.3539,1249.8648,29.6000,7843.7057,16.4329,71.3427,1.6423,-1.4076,0.8414,-0.3872,0.0610,0.4270,-0.2679,10.5232,14.2763,203.8135,34.0000,4395.2638,19.0381,46.8938,1.0716,-0.8498,0.6521,-0.4930,0.2336,-0.3429,-0.3288,EF,6
24.1136,31.2301,975.3141,31.2000,6893.0819,16.2325,66.7335,1.5464,-1.2327,0.7184,-0.3575,0.0205,0.5454,-0.4076,10.5066,13.8717,192.4226,32.8000,4283.4564,19.8397,49.0982,1.0915,-0.8651,0.5965,-0.4546,0.4464,-0.1667,-0.3447,EF,6
24.7790,31.7151,1005.8304,32.2000,7074.8263,15.4309,67.9359,1.5352,-1.2171,0.7059,-0.3565,-0.0875,0.3391,-0.1436,11.0886,14.3635,206.3078,35.6000,4346.3343,20.0401,47.2946,1.1759,-0.9724,0.6728,-0.4058,0.2374,-0.0307,-0.4096,EF,6
22.5012,29.8387,890.2082,33.8000,6598.5719,15.0301,64.1283,1.4843,-1.1661,0.7695,-0.4183,-0.1720,0.1117,-0.1025,10.9288,14.1038,198.9163,34.2000,4349.8056,19.8397,45.6914,1.1860,-1.0130,0.6957,-0.3963,0.0338,-0.3071,-0.3850,EF,6
21.0441,28.7309,825.4609,34.2000,6310.6795,16.2325,62.1242,1.4837,-1.2011,0.8524,-0.4677,-0.1106,0.2439,-0.4646,9.4032,12.1357,147.2470,33.4000,3942.8357,21.6433,43.8878,1.1429,-0.9672,0.6698,-0.4170,-0.0607,-0.1361,-0.3193,EF,6
21.8621,28.3070,801.2468,29.6000,6411.0570,17.6353,64.3287,1.4961,-1.1565,0.7513,-0.4046,-0.1144,0.2820,-0.3985,8.9795,11.4789,131.7652,37.4000,3897.5025,23.2465,45.2906,1.1072,-0.9095,0.6796,-0.3991,0.1058,0.0479,-0.1475,EF,6
21.1818,27.7012,767.3479,30.2000,6489.9034,17.8357,64.7295,1.4361,-1.0708,0.6766,-0.3760,-0.2425,0.2963,-0.0411,9.0279,11.3989,129.9357,36.4000,3915.0057,22.6453,47.4950,1.1272,-0.9442,0.6300,-0.3389,0.4475,-0.2413,-0.0877,EF,6
20.2598,27.2633,743.2103,33.8000,6354.9446,18.8377,64.3287,1.4507,-1.1233,0.7402,-0.4228,-0.1181,0.2518,-0.1115,9.3792,12.2188,149.2900,34.4000,3939.9924,21.2425,47.2946,1.1796,-0.9867,0.5995,-0.3334,0.3956,-0.1814,-0.0047,EF,6
16.2665,21.1626,447.8542,34.0000,5462.0387,17.2345,60.9218,1.3248,-0.9621,0.6517,-0.3426,-1.8808,-14.3489,42.4602,14.5215,22.5572,508.8126,38.8000,5976.5908,22.8457,56.5130,1.2808,-1.0793,0.7961,-0.4245,-11.0826,0.1904,48.6340,EF,7
